n,1000,1004,1008,1012,1017,1021,1025,1029,1033,1038,1042,1046,1050,1055,1059,1063,1068,1072,1077,1081,1085,1090,1094,1099,1103,1108,1112,1117,1122,1126,1131,1135,1140,1145,1149,1154,1159,1164,1168,1173,1178,1183,1188,1193,1197,1202,1207,1212,1217,1222,1227,1232,1237,1242,1248,1253,1258,1263,1268,1273,1279,1284,1289,1294,1300,1305,1310,1316,1321,1327,1332,1337,1343,1348,1354,1360,1365,1371,1376,1382,1388,1393,1399,1405,1411,1416,1422,1428,1434,1440,1446,1452,1458,1464,1470,1476,1482,1488,1494,1500
AVL,12,12,13,12,12,12,12,13,13,13,12,13,12,13,13,12,12,13,13,13,12,12,12,12,13,13,12,13,13,12,13,13,13,12,14,12,14,12,13,12,13,12,12,12,12,12,13,13,12,12,13,12,12,12,13,13,13,12,13,12,13,13,13,13,12,13,14,13,13,13,14,13,13,14,13,13,13,13,13,13,13,14,14,12,12,13,13,13,13,12,13,13,13,13,13,13,14,13,13,13
