n,1000,1048,1097,1150,1205,1262,1322,1385,1451,1520,1592,1668,1748,1831,1918,2009,2105,2205,2310,2420,2535,2656,2783,2915,3054,3199,3352,3511,3678,3854,4037,4229,4431,4642,4863,5094,5337,5591,5857,6136,6428,6734,7055,7391,7743,8111,8498,8902,9326,9770,10235,10723,11233,11768,12328,12915,13530,14175,14850,15557,16298,17074,17886,18738,19630,20565,21544,22570,23645,24771,25950,27186,28480,29836,31257,32745,34305,35938,37649,39442,41320,43288,45349,47508,49770,52140,54623,57224,59948,62803,65793,68926,72208,75646,79248,83022,86975,91116,95455,100000
BST Min,21,24,23,23,21,24,21,21,23,22,23,24,25,21,22,29,25,25,26,26,27,24,28,24,27,25,27,27,27,28,25,29,26,27,29,27,30,27,30,27,26,31,29,25,35,29,32,30,35,29,29,35,39,32,32,34,32,28,36,32,30,34,32,35,35,32,37,34,34,34,34,33,35,39,39,35,34,35,36,36,42,36,37,39,41,42,35,38,40,40,42,44,38,40,36,40,38,41,40,39
BST Max,22,24,24,23,21,25,22,22,24,22,23,24,25,22,22,29,25,26,27,26,27,25,28,25,27,25,27,28,27,28,25,29,26,27,29,27,30,28,30,27,26,31,29,25,35,29,32,30,35,29,29,35,39,32,32,34,32,28,37,32,30,34,32,35,35,32,37,34,34,34,34,33,35,39,39,35,34,35,36,36,42,36,37,39,41,42,35,38,40,40,42,44,38,40,36,40,38,41,40,39
