n,1000,1024,1048,1072,1097,1123,1150,1177,1205,1233,1262,1292,1322,1353,1385,1417,1451,1485,1520,1556,1592,1630,1668,1707,1748,1789,1831,1874,1918,1963,2009,2057,2105,2154,2205,2257,2310,2364,2420,2477,2535,2595,2656,2719,2783,2848,2915,2984,3054,3126,3199,3275,3352,3430,3511,3594,3678,3765,3854,3944,4037,4132,4229,4329,4431,4535,4642,4751,4863,4977,5094,5214,5337,5462,5591,5722,5857,5995,6136,6280,6428,6579,6734,6893,7055,7221,7391,7565,7743,7925,8111,8302,8498,8697,8902,9112,9326,9545,9770,10000
AVL,7.0000005507608876e-06,6.499999471998308e-06,6.599999323952943e-06,1.6799998775240965e-05,1.6899999536690302e-05,2.7300000510876998e-05,7.949999599077273e-06,2.2700000045006163e-05,8.499999239575118e-06,6.70000008540228e-06,7.300001016119495e-06,1.559999964229064e-05,6.70000008540228e-06,6.50000038149301e-06,6.7999990278622136e-06,1.570000131323468e-05,6.70000008540228e-06,6.7999990278622136e-06,6.900001608300954e-06,6.800000846851617e-06,7.0000005507608876e-06,1.559999873279594e-05,7.099999493220821e-06,1.6900001355679706e-05,6.850000318081584e-06,7.0000005507608876e-06,7.1000013122102246e-06,1.6699999832781032e-05,6.800000846851617e-06,1.700000029813964e-05,6.8999997893115506e-06,7.1000013122102246e-06,6.8999997893115506e-06,7.900000127847306e-06,7.3999999585794285e-06,7.0000005507608876e-06,1.720000000204891e-05,7.0000005507608876e-06,7.2999991971300915e-06,1.9099999917671084e-05,1.7300000763498247e-05,1.8599999748403206e-05,7.79999936639797e-06,8.649999472254422e-06,7.200000254670158e-06,1.809999957913533e-05,7.3999999585794285e-06,9.299999874201603e-06,7.300001016119495e-06,7.2999991971300915e-06,7.3999999585794285e-06,7.3999999585794285e-06,8.000000889296643e-06,7.599999662488699e-06,7.499998901039362e-06,7.950000508571975e-06,7.79999936639797e-06,7.3999999585794285e-06,1.8400000044493936e-05,7.5000007200287655e-06,8.299999535665847e-06,7.499998901039362e-06,7.3999999585794285e-06,9.199999112752266e-06,7.3999999585794285e-06,7.3999999585794285e-06,8.099999831756577e-06,7.79999936639797e-06,7.899998308857903e-06,7.79999936639797e-06,1.9199998860131018e-05,7.79999936639797e-06,7.699999514443334e-06,7.899999218352605e-06,7.900000127847306e-06,7.700000423938036e-06,7.900000127847306e-06,7.900000127847306e-06,7.800001185387373e-06,8.699998943484388e-06,7.900000127847306e-06,7.900000127847306e-06,8.000000889296643e-06,7.99999907030724e-06,7.900000127847306e-06,7.99999907030724e-06,8.05000036052661e-06,8.000000889296643e-06,8.000000889296643e-06,8.099999831756577e-06,8.199999683711212e-06,7.900000127847306e-06,8.299999535665847e-06,8.299999535665847e-06,8.000000889296643e-06,8.099999831756577e-06,8.099999831756577e-06,8.10000165074598e-06,8.200000593205914e-06,8.299999535665847e-06
