n,1000,1007,1014,1021,1028,1036,1043,1050,1058,1065,1073,1080,1088,1095,1103,1111,1119,1126,1134,1142,1150,1158,1167,1175,1183,1191,1200,1208,1217,1225,1234,1242,1251,1260,1269,1278,1287,1296,1305,1314,1323,1333,1342,1351,1361,1370,1380,1390,1399,1409,1419,1429,1439,1449,1459,1470,1480,1490,1501,1511,1522,1533,1544,1554,1565,1576,1587,1599,1610,1621,1632,1644,1656,1667,1679,1691,1703,1714,1727,1739,1751,1763,1776,1788,1801,1813,1826,1839,1852,1865,1878,1891,1904,1918,1931,1945,1958,1972,1986,2000
AVL,816,797,764.0,756.0,749.0,812.5,806,766,840,792,770.0,821.0,802.0,815.0,851.0,826,815,846,842,912.0,932.0,841.5,853.0,903,867,894,895,949.0,915.0,944.0,938.0,927.0,961,1022,1013,882,960.5,1010.5,999.5,1033.5,1028,987,1087,1067.0,1032.0,1070.0,1115.0,1029,1067,1019,1091,1063.0,1074.0,1058.0,1085.5,1121,1093,1105,1184,1070.5,1109.0,1074.0,1157,1238,1144,1176,1185.0,1145.0,1274.0,1194,1282,1239,1238,1185.5,1194.0,1276.0,1259,1301,1363,1298,1264.0,1319.0,1359.0,1307,1324,1318,1391,1370.0,1385.0,1392.0,1326,1364,1440,1445.0,1393.0,1477.0,1496.5,1474,1565,1477
BST,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
RBT,619,684,674.0,667.0,668.5,700.5,687,707,690,654,692.5,721.5,684.5,732.0,755.0,713,731,732,721,735.5,734.5,773.0,730.0,728,759,827,786,806.0,764.0,807.0,834.0,758.0,838,802,848,834,821.0,830.0,822.0,849.0,847,840,870,888.0,854.0,880.0,881.5,912,895,920,914,914.5,901.0,920.0,950.0,966,936,942,954,972.0,1000.5,984.5,999,977,1023,1003,979.0,1005.0,1037.0,976,1052,1029,1052,1051.0,1082.0,1039.5,1053,1058,1136,1096,1130.0,1102.0,1171.0,1137,1106,1107,1173,1123.0,1183.0,1168.0,1190,1214,1219,1236.0,1181.0,1203.0,1239.0,1226,1239,1301
