n,1000,1007,1014,1021,1028,1036,1043,1050,1058,1065,1073,1080,1088,1095,1103,1111,1119,1126,1134,1142,1150,1158,1167,1175,1183,1191,1200,1208,1217,1225,1234,1242,1251,1260,1269,1278,1287,1296,1305,1314,1323,1333,1342,1351,1361,1370,1380,1390,1399,1409,1419,1429,1439,1449,1459,1470,1480,1490,1501,1511,1522,1533,1544,1554,1565,1576,1587,1599,1610,1621,1632,1644,1656,1667,1679,1691,1703,1714,1727,1739,1751,1763,1776,1788,1801,1813,1826,1839,1852,1865,1878,1891,1904,1918,1931,1945,1958,1972,1986,2000
AVL,718.0,691.5,727.0,763.0,669.0,747.0,720.5,734.0,704.0,764.5,737.5,808.0,733.0,752.0,746.5,766.0,733.5,786.0,815.5,738.0,801.0,789.5,812.0,851.0,830.0,896.5,820.0,835.5,848.0,906.0,842.5,847.0,886.0,845.0,885.5,921.0,891.0,897.5,887.0,858.0,956.5,966.0,929.0,958.0,999.0,1003.0,976.0,977.0,958.0,1019.0,991.0,994.5,1060.5,988.5,1004.5,1102.5,1041.5,1035.5,1029.0,1095.5,1074.0,1098.5,1053.0,1152.0,1017.0,1133.0,1014.0,1123.0,1141.0,1164.5,1162.0,1189.5,1153.0,1141.0,1176.0,1240.5,1196.0,1161.0,1167.5,1233.0,1264.5,1286.5,1255.0,1306.5,1229.0,1250.0,1274.5,1271.5,1329.0,1257.0,1291.0,1290.0,1295.5,1306.0,1333.0,1384.0,1425.0,1415.5,1455.0,1402.0
BST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RBT,581.0,569.0,582.0,620.0,593.0,653.0,572.5,594.5,632.0,607.0,621.5,633.0,599.0,614.0,613.0,618.5,644.5,659.0,660.0,652.5,711.0,655.0,683.0,696.5,659.0,665.0,714.5,696.0,709.5,701.0,744.0,755.0,733.0,736.5,701.5,729.0,726.0,795.0,768.0,762.0,739.5,775.5,774.5,767.0,842.5,789.0,803.0,786.5,802.0,902.5,802.0,804.5,896.5,838.5,900.5,857.0,852.5,930.0,840.5,910.5,952.0,916.0,926.0,851.5,938.0,905.5,916.0,925.5,958.0,975.5,951.0,979.5,894.0,969.5,1009.0,1027.5,981.0,1062.0,991.5,1021.0,1027.0,999.5,1030.5,1054.0,1005.0,1042.5,1032.0,1009.0,1056.5,1073.0,1116.0,1074.0,1138.5,1055.0,1149.5,1106.0,1105.0,1134.0,1169.5,1207.0
